,lon,lat
2672,-82.9987942,39.9611755
2673,-122.0094175,39.2143343
2674,-71.5375718,43.2081366
2675,-85.5016423,36.162839
2676,-77.0546903,42.1428521
2677,-97.396381,27.8005828
2678,-122.2909078,39.0189327
2679,-91.9612427,33.1281779
2680,-86.9899966,38.1689415
2681,-97.026241,32.743344
2682,-87.5968594,30.4174393
2683,-90.542196,41.5190176
2684,-84.1916069,39.7589478
2685,-86.9833417,34.6059253
2686,-104.8319195,39.7294319
2687,-93.6305106,41.5254901
2688,-95.8453253,46.8171808
2689,-83.2835599,42.3412024
2690,-102.7896242,46.8791756
2691,-75.5243682,39.158168
2692,-92.1004852,46.7866719
2693,-78.898619,35.9940329
2694,-89.3856281,36.0345159
2695,-75.1812913,40.9995386
2696,-91.4984941,44.811349
2697,-115.5630514,32.792
2698,-92.6662674,33.20763
2699,-106.4850217,31.7618778
2700,-85.8649408,37.7030646
2701,-85.8344383,41.5822716
2702,-94.6830357,43.1127427
2703,-80.085059,42.1292241
2704,-123.086563,44.051085
2705,-124.1719048,40.7870517
2706,-87.5710898,37.9715592
2707,-147.7163889,64.8377778
2708,-80.1425781,39.4850848
2709,-96.7898034,46.8771863
2710,-108.2186856,36.7280583
2711,-78.8783585,35.0526641
2712,-94.5268707,36.1969179
2713,-83.6874562,43.0125274
2714,-79.7625625,34.1954331
2715,-87.6426644,34.8148561
2716,-105.0699032,40.4493313
2717,-91.2754272,40.633097
2718,-94.3985475,35.3859242
2719,-85.1393513,41.079273
2720,-119.7725868,36.7468422
2721,-83.8240663,34.2978794
2722,-119.7412875,38.8882398
2723,-105.5022205,44.2910915
2724,-77.9927651,35.3848841
2725,-83.3323848,32.8820866
2726,-98.3420118,40.9263957
2727,-108.5506486,39.0638705
2728,-85.7216596,42.8830428
2729,-123.3283925,42.4390069
2730,-104.7091322,40.4233142
2731,-88.019826,44.519159
2732,NA,NA
2733,-77.3663538,35.612661
2734,-82.6260059,34.8399737
2735,-88.8853078,30.3960318
2736,-77.6660582,39.6610147
2737,-114.1548161,46.2471437
2738,-90.4611995,30.5043583
2739,-119.5937941,36.0981175
2740,-84.5524358,35.9339638
2741,-77.686813,40.1600044
2742,-78.8689155,38.4495688
2743,-72.7087828,41.7615402
2744,-89.2903392,31.3271189
2745,-83.1932284,37.24954
2746,-112.0245054,46.5883707
2747,-81.6903851,35.7714964
2748,-155.09,19.7297222
2749,-157.8583333,21.3069444
2750,-93.0551795,34.5037004
2751,-90.7373839,29.6300359
2752,-94.9621943,29.7450565
2753,-82.4434873,38.4189719
2754,-86.5861037,34.7303688
2755,-86.0186724,39.9440534
2756,-90.1848103,32.2987573
2757,-88.8139469,35.6145169
2758,-81.655651,30.3321838
2759,-79.2378513,42.0996554
2760,-76.896616,35.8112719
2761,-86.9311094,38.3914418
2762,-78.9219698,40.3267407
2763,-134.4197222,58.3019444
2764,-85.5800022,42.2011538
2765,-114.3168131,48.1919889
2766,-94.5785667,39.0997265
2767,-159.3379818,22.0881391
2768,-72.2781409,42.933692
2769,-77.9622069,34.9623883
2770,-81.9315939,36.597651
2771,-121.7816704,42.224867
2772,-83.9207392,35.9606384
2773,-91.2395807,43.8013556
2774,-71.4703509,43.5278546
2775,-86.8752869,40.4167022
2776,-92.0198427,30.2240897
2777,-93.2173758,30.2265949
2778,-81.9498042,28.0394654
2779,-120.345792,42.1887721
2780,-76.3055144,40.0378755
2781,-84.5429327,42.7289011
2782,-115.1466648,36.0971945
2783,-87.3347389,35.2423023
2784,-98.3959291,34.6035669
2785,-72.2517569,43.6422934
2786,-76.4113497,40.3409251
2787,-70.2856675,44.0164814
2788,-84.5037164,38.0405837
